location,height,shoulder,waist,hip,gender,type,code,name,color,description,search,sizing,quantity,satisfaction,price,profit,review,buy
somerset,169.47,17,14.4,18.7,female,dress,dress183,VENICIA SLIT MIDI DRESS,black,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,2,34.9,0,"If only i was 5'10""",no
somerset,184.03,0,14.5,20.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,4,3,30.9,123.6,Interesting cut,yes
somerset,167.74,18.2,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,black,"Polyester, Functional buttons, Functional wrist buttons",,m,0,1,35.9,0,"Cute design, poor quality",no
club street,172.73,0,14,19.7,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,s,2,5,30.9,61.8,My search for high-rise jeans is over!,yes
club street,180.72,16.9,14.1,18.8,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,0,2,30.9,0,,no
somerset,150.65,16.8,14.6,18.7,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,3,3,30.9,92.7,Wanted to love.,yes
bugis,153.01,0,15.9,20.4,male,bottom,bottom183,JORDAN CUFFED CHINO PANTS,black,"Not stretchable, Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,m,0,4,32.9,0,,no
somerset,177.15,17.2,14.7,18.7,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,4,5,34.9,139.6,Sexy comfort!,yes
somerset,164.79,17.3,14.6,18.8,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,0,,29.9,0,Lovely but not for me,no
bugis,166.72,0,12.2,19.7,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,m,3,4,30.9,92.7,Perfect jumpsuit!,yes
somerset,151.33,16.6,14.2,18.6,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,0,1,33.9,0,Runs really small,no
somerset,159.81,16.9,14.6,19.1,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,mocha,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,0,5,29.9,0,Not for me...,no
bugis,180.49,0,12,18.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,white,"Soft knit, Stretchable, Functional buttons",,s,0,,30.9,0,Most comfortable jeans ever,no
club street,171.93,13.8,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,pink,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,0,4,30.9,0,,no
somerset,156.97,16.6,14.5,19.3,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,mocha,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,0,2,29.9,0,So comfortable!,no
bugis,160.34,0,12.8,18.5,female,bottom,bottom183,EVERYDAY CONTRAST STITCH DENIM SHORTS,dark denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,s,0,5,29.9,0,Favorite jeans,no
somerset,184.28,13.5,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,brown,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,0,3,35.9,0,,yes
somerset,172.96,13.6,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,0,3,31.9,0,Such a beautiful victorian blouse!,no
somerset,146.62,13.5,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,gingham,"Cotton jersery, slight stretch, Non sheer",,s,0,4,35.9,0,Love it!,no
somerset,179.04,0,14.7,20.3,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,dark denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,m,0,2,40.9,0,Sorry i returned these,no
bugis,167.78,13.7,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,blue,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,0,5,30.9,0,Maeve...has failed on this,no
somerset,180.5,19.4,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,l,1,5,33.9,33.9,Not my thing...,yes
somerset,173.53,15.2,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,grey,"Cotton jersery, slight stretch, Non sheer",,m,0,1,35.9,0,Uniquely soft plaid shirt,no
somerset,174.97,18.7,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,0,5,33.9,0,Airy and flattering,yes
bugis,162.52,16.9,15,19.4,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,0,3,32.9,0,Perfect winter dress,no
somerset,183.49,17.2,14.6,19.1,female,dress,dress183,JASMINE RUFFLES FLORAL TIE-STRING SLIT MAXI DRESS,floral,"Made From Polyester Blend Material, Back Zipper, Slightly Stretchable Straps, ",tie,m,0,,45.9,0,Weird back,yes
somerset,173.9,17.2,14.7,19,female,dress,dress183,VENICIA SLIT MIDI DRESS,black,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,5,34.9,0,Not flattering on,no
somerset,171.74,0,12.3,18.9,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,1,30.9,0,Unique beautiful pants,no
club street,156.64,16.7,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,blue,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,l,0,4,30.9,0,So cute!,no
somerset,147.06,17,14.7,18.8,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,brown,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,4,5,32.9,131.6,"Beautiful fabric, perfect fit",yes
club street,164.19,0,13.5,19.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,3,1,30.9,92.7,,yes
somerset,145.78,0,12.6,18.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,2,30.9,0,Cute and comfortable,no
somerset,160.65,13.3,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,blue,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,3,,30.9,92.7,Awkward sleeves,yes
club street,160.92,0,13.4,19.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,m,0,1,30.9,0,Super purchase!,no
club street,168.51,19.5,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,l,0,5,30.9,0,,yes
bugis,160.42,14.4,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,gingham,"Cotton jersery, slight stretch, Non sheer",,s,0,3,35.9,0,Stunning!,no
somerset,172.04,0,12.2,18.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,1,30.9,0,Love the way these pants make me feel!,no
somerset,146.71,18.9,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,m,0,2,33.9,0,Blue stripe is pale! :(,no
somerset,173.45,16.8,14.9,18.6,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,3,2,34.9,104.7,Gorgeous,yes
bugis,183.77,17.1,15.3,19.3,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,beige,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,l,0,1,33.9,0,Petite busty girls rejoice 2,no
somerset,157.36,17.1,14.2,18.8,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,0,1,32.9,0,This dress makes me happy,no
somerset,175.49,17.1,14.2,18.6,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,brown,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,0,5,33.9,0,"Super classy, with an almost perfect fit",no
somerset,165.6,16.8,14.7,18.6,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,1,5,29.9,29.9,Sleeves are inaccurate,yes
somerset,162.46,19.8,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,black,"Polyester, Functional buttons, Functional wrist buttons",,l,0,1,35.9,0,,no
somerset,182.92,0,14.3,19.3,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,white,"Soft knit, Stretchable, Functional buttons",,l,0,3,30.9,0,,no
bugis,157.36,17.4,14.9,18.6,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,gunmetal,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,0,1,33.9,0,It's beautiful!!,no
somerset,157.33,16.8,14.8,18.9,female,dress,dress183,VENICIA SLIT MIDI DRESS,black,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,4,5,34.9,139.6,Love the long tassels,yes
bugis,146.3,13.3,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,brown,"Soft knit, Stretchable, Functional buttons",,s,4,2,40.9,163.6,Beautiful!,yes
bugis,160.01,0,12.7,18.3,female,bottom,bottom183,vibey jeans,light blue,"Denim, Functional buttons, Functional wrist buttons",,s,0,1,38.9,0,So stylish....if only by butt were flatter,no
somerset,159.72,16.8,14.7,19.3,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,2,3,33.9,67.8,"Good idea, poor execution",yes
somerset,145.08,0,12.7,18.7,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,3,30.9,0,,no
club street,175.55,0,13.4,19.7,female,bottom,bottom183,PORTER CARGO JOGGER PANTS,lilac,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,3,4,30.9,92.7,,yes
bugis,152.36,0,14.2,20.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,l,4,2,30.9,123.6,Love!!,yes
somerset,179.29,16.6,14.2,19,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,4,1,30.9,123.6,This dress hit the spot...,yes
somerset,175.29,13.1,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,green,"Soft knit, Stretchable, Functional buttons",,s,0,1,40.9,0,Nice shape but thin,no
club street,151.06,14.8,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,baby blue,"Soft knit, Stretchable, Functional buttons",,s,0,3,40.9,0,Love the print,no
somerset,180.97,15.2,0,0,female,top,top183,MAXINE V-NECK LINEN CROP TOP,geometric print,"Made of Linen Material, Comes with Inner Lining, Concealed Back Zipper, Non-functional Buttons",,m,0,1,29.9,0,,no
somerset,155.09,18.5,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,m,4,5,30.9,123.6,"Beautiful, stunning, cozy top!",yes
bugis,171.87,14.8,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,4,1,31.9,127.6,,yes
somerset,158.64,14.8,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,lilac,"Soft knit, Stretchable, Functional buttons",,s,1,3,40.9,40.9,Cute shirt but really strange design,yes
somerset,177.55,17.1,14.5,18.9,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,0,4,32.9,0,Heads up the sleeves are a bit tricky,no
somerset,184.02,19.4,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,0,4,35.9,0,Nope,no
somerset,180.95,16.8,14.6,18.8,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,2,,30.9,61.8,"Super cute, great for a wedding",yes
somerset,156.76,13.4,0,0,female,top,top183,CELINE HIGH CUT RIBBED TOP,black,"Cotton Rib, None, Non sheer, Stretchable",,s,0,3,29.9,0,Wait for sale...,yes
somerset,156.27,0,15.2,20.2,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,light denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,m,1,2,40.9,40.9,Great pattern,yes
somerset,171.78,18.6,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,black,"Polyester, Functional buttons, Functional wrist buttons",,m,0,5,35.9,0,Peach delight,no
bugis,148.66,16.8,15,19.3,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,0,4,30.9,0,Bummed out,no
somerset,151.93,0,15.7,20.9,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,denim,"Polyester, Fake Pockets, Non-Stretchable",,m,0,2,30.9,0,Unique jeans,no
somerset,152.15,17.3,14.4,18.8,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,gunmetal,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,0,5,33.9,0,So so flattering!!,yes
bugis,177.16,0,13.8,20.3,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,l,2,,30.9,61.8,Odd proportions for me,yes
club street,180.21,13.1,0,0,female,top,top183,PHOEBE SWEETHEART BUTTON TOP (SLEEVE),beige,"Polyester, Fully lined bodice, Non sheer , Slight stretch, Concealed back zipper, Non functional buttons",,s,4,2,24.9,99.6,Great fun top,yes
somerset,153.69,14.9,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,matcha,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,4,2,30.9,123.6,Adorable top,yes
somerset,151.87,0,12.8,18.3,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,1,3,30.9,30.9,Pretty cute shorts,yes
somerset,154.1,16.6,14.8,18.8,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,1,,30.9,30.9,,yes
bugis,164.79,13.5,0,0,female,top,top183,PHOEBE SWEETHEART BUTTON TOP (SLEEVE),beige,"Polyester, Fully lined bodice, Non sheer , Slight stretch, Concealed back zipper, Non functional buttons",,s,0,3,24.9,0,Much more than a flannel shirt,no
club street,150.22,19.5,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,l,2,3,30.9,61.8,,yes
bugis,154.74,16.9,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,s,0,4,35.9,0,Love it!,yes
somerset,156,16.6,14.2,18.8,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,5,34.9,0,Gourgeous year round dress,no
somerset,145.37,14.4,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,white,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,s,0,1,33.9,0,My newest go to,no
somerset,149.67,0,14.7,20.3,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,0,3,30.9,0,So soft,no
somerset,152.54,13.6,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,pink,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,0,2,30.9,0,Just as cute as expected,no
somerset,166.52,17.9,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,s,4,4,35.9,143.6,Beautiful quality and fit! summertime!,yes
somerset,149.79,17.3,14.1,18.7,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,0,2,29.9,0,Cutesy,no
somerset,159.6,0,12.2,18.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,4,30.9,0,,yes
somerset,155.89,16.9,15,18.6,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,0,3,30.9,0,,no
club street,173.29,0,13.7,20.2,female,bottom,bottom183,AZORA PLEATED FLOWY PANTS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, *Floral placement differs for each piece",,l,0,5,40.9,0,,yes
somerset,164.74,0,14.3,19.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,0,1,30.9,0,,no
somerset,153.02,14.3,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,pink,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,0,5,30.9,0,,no
club street,154.02,0,14.2,20.8,female,bottom,bottom183,PORTER CARGO JOGGER PANTS,lilac,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,l,0,,30.9,0,Classy with a twist.,no
somerset,153.98,17.1,14.2,18.8,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,0,1,33.9,0,Love,no
somerset,160.73,13.3,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,0,1,31.9,0,,no
club street,181.64,13.3,0,0,female,top,top183,MAXINE V-NECK LINEN CROP TOP,geometric print,"Made of Linen Material, Comes with Inner Lining, Concealed Back Zipper, Non-functional Buttons",,s,0,2,29.9,0,"Love, love, love",no
somerset,163.6,18.2,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,0,1,33.9,0,"Flattering, flows out",no
somerset,166.78,13.7,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,gingham,"Cotton jersery, slight stretch, Non sheer",,s,1,2,35.9,35.9,,yes
bugis,155.03,17.5,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,s,0,5,35.9,0,,no
bugis,148.32,15.8,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,m,0,1,31.9,0,Perfect fit for xl,no
bugis,155.21,0,12.5,18.9,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,3,30.9,0,Not the same...,no
somerset,175.9,16.1,12.6,18.3,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,s,0,5,30.9,0,,no
somerset,157.08,0,12.8,18.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,2,30.9,0,Grease leggings,yes
somerset,152.11,19.6,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,l,3,4,35.9,107.7,,yes
somerset,168.63,0,12,18.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,3,4,30.9,92.7,,yes
somerset,150.47,0,16,20.7,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,brown,"Polyester, Fake Pockets, Non-Stretchable",,m,0,4,30.9,0,Extra,no
somerset,149.72,0,12.7,19.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,0,5,30.9,0,,no
bugis,161.97,14.7,0,0,female,top,top183,LINDSAY HALTER SHEER SLEEVE TOP,navy,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Concealed back zipper",,s,3,3,34.9,104.7,Narrow in the middle,yes
bugis,152.85,0,15.8,20.4,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,0,4,30.9,0,Disappointing fit!,no
somerset,150.89,17,14.3,18.5,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,0,1,30.9,0,Perfect,no
somerset,175.32,13.8,0,0,female,top,top183,MAXINE V-NECK LINEN CROP TOP,geometric print,"Made of Linen Material, Comes with Inner Lining, Concealed Back Zipper, Non-functional Buttons",,s,0,4,29.9,0,Gorgeous,no
